Amp
0
0.0206708
0.0409144
0.0607396
0.080155
0.0991691
0.11779
0.136027
0.153886
0.171376
0.188505
0.205279
0.221707
0.237796
0.253552
0.268982
0.284093
0.298892
0.313385
0.327579
0.341479
0.355092
0.368423
0.381479
0.394266
0.406787
0.41905
0.43106
0.442821
0.45434
0.46562
0.476667
0.487486
0.498081
0.508457
0.518618
0.52857
0.538316
0.547861
0.557208
0.566362
0.575327
0.584106
0.592704
0.601125
0.609371
0.617447
0.625356
0.633101
0.640687
0.648115
0.65539
0.662515
0.669493
0.676326
0.683018
0.689572
0.69599
0.702275
0.708431
0.714459
0.720363
0.726145
0.731807
0.737353
0.742783
0.748102
0.75331
0.758411
0.763407
0.768299
0.77309
0.777782
0.782377
0.786877
0.791284
0.7956
0.799827
0.8
0.799443
0.798887
0.798331
0.797775
0.79722
0.796665
0.79611
0.795556
0.795003
0.794449
0.793896
0.793344
0.792792
0.79224
0.791688
0.791137
0.790587
0.790036
0.789486
0.788937
0.788388
0.787839
0.787291
0.786743
0.786195
0.785648
0.785101
0.784555
0.784009
0.783463
0.782918
0.782373
0.781828
0.781284
0.78074
0.780197
0.779654
0.779111
0.778569
0.778027
0.777485
0.776944
0.776403
0.775863
0.775323
0.774783
0.774244
0.773705
0.773167
0.772629
0.772091
0.771553
0.771016
0.77048
0.769943
0.769408
0.768872
0.768337
0.767802
0.767268
0.766734
0.7662
0.765667
0.765134
0.764601
0.764069
0.763537
0.763006
0.762475
0.761944
0.761414
0.760884
0.760354
0.759825
0.759296
0.758767
0.758239
0.757712
0.757184
0.756657
0.756131
0.755604
0.755078
0.754553
0.754028
0.753503
0.752978
0.752454
0.75193
0.751407
0.750884
0.750361
0.749839
0.749317
0.748796
0.748275
0.747754
0.747233
0.746713
0.746193
0.745674
0.745155
0.744636
0.744118
0.7436
0.743083
0.742565
0.742049
0.741532
0.741016
0.7405
0.739985
0.73947
0.738955
0.738441
0.737927
0.737413
0.7369
0.736387
0.735874
0.735362
0.73485
0.734339
0.733828
0.733317
0.732807
0.732297
0.731787
0.731277
0.730768
0.73026
0.729752
0.729244
0.728736
0.728229
0.727722
0.727215
0.726709
0.726203
0.725698
0.725193
0.724688
0.724184
0.72368
0.723176
0.722673
0.72217
0.721667
0.721165
0.720663
0.720161
0.71966
0.719159
0.718658
0.718158
0.717658
0.717159
0.71666
0.716161
0.715662
0.715164
0.714666
0.714169
0.713672
0.713175
0.712679
0.712183
0.711687
0.711192
0.710697
0.710202
0.709708
0.709214
0.70872
0.708227
0.707734
0.707241
0.706749
0.706257
0.705765
0.705274
0.704783
0.704293
0.703803
0.703313
0.702823
0.702334
0.701845
0.701357
0.700868
0.700381
0.699893
0.699406
0.698919
0.698433
0.697947
0.697461
0.696975
0.69649
0.696005
0.695521
0.695037
0.694553
0.69407
0.693587
0.693104
0.692621
0.692139
0.691657
0.691176
0.690695
0.690214
0.689734
0.689254
0.688774
0.688295
0.687815
0.687337
0.686858
0.68638
0.685903
0.685425
0.684948
0.684471
0.683995
0.683519
0.683043
0.682568
0.682092
0.681618
0.681143
0.680669
0.680195
0.679722
0.679249
0.678776
0.678304
0.677832
0.67736
0.676888
0.676417
0.675946
0.675476
0.675006
0.674536
0.674066
0.673597
0.673128
0.67266
0.672192
0.671724
0.671256
0.670789
0.670322
0.669855
0.669389
0.668923
0.668458
0.667992
0.667527
0.667063
0.666599
0.666135
0.665671
0.665208
0.664745
0.664282
0.663819
0.663357
0.662896
0.662434
0.661973
0.661512
0.661052
0.660592
0.660132
0.659673
0.659213
0.658755
0.658296
0.657838
0.65738
0.656922
0.656465
0.656008
0.655552
0.655095
0.654639
0.654184
0.653728
0.653273
0.652819
0.652364
0.65191
0.651456
0.651003
0.65055
0.650097
0.649645
0.649192
0.648741
0.648289
0.647838
0.647387
0.646936
0.646486
0.646036
0.645586
0.645137
0.644688
0.644239
0.643791
0.643343
0.642895
0.642447
0.642
0.641553
0.641107
0.640661
0.640215
0.639769
0.639324
0.638879
0.638434
0.63799
0.637546
0.637102
0.636658
0.636215
0.635772
0.63533
0.634888
0.634446
0.634004
0.633563
0.633122
0.632681
0.632241
0.631801
0.631361
0.630921
0.630482
0.630043
0.629605
0.629167
0.628729
0.628291
0.627854
0.627417
0.62698
0.626544
0.626108
0.625672
0.625236
0.624801
0.624366
0.623932
0.623497
0.623063
0.62263
0.622196
0.621763
0.62133
0.620898
0.620466
0.620034
0.619602
0.619171
0.61874
0.618309
0.617879
0.617449
0.617019
0.61659
0.616161
0.615732
0.615303
0.614875
0.614447
0.614019
0.613592
0.613165
0.612738
0.612311
0.611885
0.611459
0.611034
0.610608
0.610183
0.609759
0.609334
0.60891
0.608486
0.608063
0.607639
0.607216
0.606794
0.606371
0.605949
0.605528
0.605106
0.604685
0.604264
0.603843
0.603423
0.603003
0.602583
0.602164
0.601745
0.601326
0.600907
0.600489
0.600071
0.599654
0.599236
0.598819
0.598402
0.597986
0.59757
0.597154
0.596738
0.596323
0.595908
0.595493
0.595078
0.594664
0.59425
0.593836
0.593423
0.59301
0.592597
0.592185
0.591773
0.591361
0.590949
0.590538
0.590127
0.589716
0.589305
0.588895
0.588485
0.588076
0.587666
0.587257
0.586849
0.58644
0.586032
0.585624
0.585216
0.584809
0.584402
0.583995
0.583589
0.583183
0.582777
0.582371
0.581966
0.581561
0.581156
0.580751
0.580347
0.579943
0.579539
0.579136
0.578733
0.57833
0.577927
0.577525
0.577123
0.576722
0.57632
0.575919
0.575518
0.575117
0.574717
0.574317
0.573917
0.573518
0.573119
0.57272
0.572321
0.571923
0.571525
0.571127
0.570729
0.570332
0.569935
0.569538
0.569142
0.568746
0.56835
0.567954
0.567559
0.567164
0.566769
0.566375
0.56598
0.565586
0.565193
0.564799
0.564406
0.564013
0.563621
0.563228
0.562836
0.562445
0.562053
0.561662
0.561271
0.56088
0.56049
0.5601
0.55971
0.55932
0.558931
0.558542
0.558153
0.557765
0.557376
0.556988
0.556601
0.556213
0.555826
0.555439
0.555053
0.554666
0.55428
0.553894
0.553509
0.553124
0.552739
0.552354
0.551969
0.551585
0.551201
0.550818
0.550434
0.550051
0.549668
0.549285
0.548903
0.548521
0.548139
0.547758
0.547376
0.546995
0.546615
0.546234
0.545854
0.545474
0.545094
0.544715
0.544336
0.543957
0.543578
0.5432
0.542822
0.542444
0.542066
0.541689
0.541312
0.540935
0.540559
0.540182
0.539806
0.539431
0.539055
0.53868
0.538305
0.53793
0.537556
0.537182
0.536808
0.536434
0.536061
0.535688
0.535315
0.534942
0.53457
0.534198
0.533826
0.533454
0.533083
0.532712
0.532341
0.531971
0.5316
0.53123
0.530861
0.530491
0.530122
0.529753
0.529384
0.529015
0.528647
0.528279
0.527912
0.527544
0.527177
0.52681
0.526443
0.526077
0.525711
0.525345
0.524979
0.524614
0.524248
0.523884
0.523519
0.523154
0.52279
0.522426
0.522063
0.521699
0.521336
0.520973
0.520611
0.520248
0.519886
0.519524
0.519163
0.518801
0.51844
0.518079
0.517719
0.517358
0.516998
0.516638
0.516279
0.515919
0.51556
0.515201
0.514843
0.514484
0.514126
0.513768
0.513411
0.513053
0.512696
0.512339
0.511983
0.511626
0.51127
0.510914
0.510559
0.510203
0.509848
0.509493
0.509139
0.508784
0.50843
0.508076
0.507723
0.507369
0.507016
0.506663
0.50631
0.505958
0.505606
0.505254
0.504902
0.504551
0.5042
0.503849
0.503498
0.503147
0.502797
0.502447
0.502097
0.501748
0.501399
0.50105
0.500701
0.500352
0.500004
0.499656
0.499308
0.498961
0.498613
0.498266
0.497919
0.497573
0.497227
0.49688
0.496535
0.496189
0.495844
0.495498
0.495154
0.494809
0.494464
0.49412
0.493776
0.493433
0.493089
0.492746
0.492403
0.49206
0.491718
0.491375
0.491033
0.490692
0.49035
0.490009
0.489668
0.489327
0.488986
0.488646
0.488306
0.487966
0.487626
0.487287
0.486947
0.486608
0.48627
0.485931
0.485593
0.485255
0.484917
0.48458
0.484242
0.483905
0.483568
0.483232
0.482896
0.482559
0.482223
0.481888
0.481552
0.481217
0.480882
0.480547
0.480213
0.479879
0.479545
0.479211
0.478877
0.478544
0.478211
0.477878
0.477545
0.477213
0.476881
0.476549
0.476217
0.475886
0.475554
0.475223
0.474893
0.474562
0.474232
0.473902
0.473572
0.473242
0.472913
0.472583
0.472254
0.471926
0.471597
0.471269
0.470941
0.470613
0.470286
0.469958
0.469631
0.469304
0.468977
0.468651
0.468325
0.467999
0.467673
0.467347
0.467022
0.466697
0.466372
0.466048
0.465723
0.465399
0.465075
0.464751
0.464428
0.464105
0.463781
0.463459
0.463136
0.462814
0.462491
0.46217
0.461848
0.461526
0.461205
0.460884
0.460563
0.460243
0.459922
0.459602
0.459282
0.458962
0.458643
0.458324
0.458005
0.457686
0.457367
0.457049
0.456731
0.456413
0.456095
0.455778
0.45546
0.455143
0.454827
0.45451
0.454194
0.453877
0.453561
0.453246
0.45293
0.452615
0.4523
0.451985
0.45167
0.451356
0.451042
0.450728
0.450414
0.450101
0.449787
0.449474
0.449161
0.448849
0.448536
0.448224
0.447912
0.4476
0.447289
0.446977
0.446666
0.446355
0.446045
0.445734
0.445424
0.445114
0.444804
0.444494
0.444185
0.443876
0.443567
0.443258
0.442949
0.442641
0.442333
0.442025
0.441717
0.44141
0.441103
0.440796
0.440489
0.440182
0.439876
0.439569
0.439264
0.438958
0.438652
0.438347
0.438042
0.437737
0.437432
0.437128
0.436823
0.436519
0.436215
0.435912
0.435608
0.435305
0.435002
0.434699
0.434397
0.434094
0.433792
0.43349
0.433188
0.432887
0.432586
0.432284
0.431983
0.431683
0.431382
0.431082
0.430782
0.430482
0.430182
0.429883
0.429584
0.429285
0.428986
0.428687
0.428389
0.428091
0.427793
0.427495
0.427197
0.4269
0.426603
0.426306
0.426009
0.425712
0.425416
0.42512
0.424824
0.424528
0.424233
0.423938
0.423642
0.423348
0.423053
0.422758
0.422464
0.42217
0.421876
0.421582
0.421289
0.420996
0.420703
0.42041
0.420117
0.419825
0.419533
0.41924
0.418949
0.418657
0.418366
0.418074
0.417783
0.417493
0.417202
0.416911
0.416621
0.416331
0.416041
0.415752
0.415462
0.415173
0.414884
0.414595
0.414307
0.414018
0.41373
0.413442
0.413154
0.412867
0.412579
0.412292
0.412005
0.411718
0.411432
0.411145
0.410859
0.410573
0.410287
0.410002
0.409716
0.409431
0.409146
0.408861
0.408577
0.408292
0.408008
0.407724
0.40744
0.407157
0.406873
0.40659
0.406307
0.406024
0.405742
0.405459
0.405177
0.404895
0.404613
0.404331
0.40405
0.403769
0.403488
0.403207
0.402926
0.402645
0.402365
0.402085
0.401805
0.401526
0.401246
0.400967
0.400688
0.400409
0.40013
0.399851
0.399573
0.399295
0.399017
0.398739
0.398462
0.398184
0.397907
0.39763
0.397353
0.397077
0.3968
0.396524
0.396248
0.395972
0.395697
0.395421
0.395146
0.394871
0.394596
0.394321
0.394047
0.393772
0.393498
0.393224
0.392951
0.392677
0.392404
0.392131
0.391858
0.391585
0.391312
0.39104
0.390768
0.390496
0.390224
0.389952
0.389681
0.389409
0.389138
0.388868
0.388597
0.388326
0.388056
0.387786
0.387516
0.387246
0.386977
0.386707
0.386438
0.386169
0.3859
0.385632
0.385363
0.385095
0.384827
0.384559
0.384291
0.384024
0.383756
0.383489
0.383222
0.382956
0.382689
0.382423
0.382156
0.38189
0.381624
0.381359
0.381093
0.380828
0.380563
0.380298
0.380033
0.379769
0.379504
0.37924
0.378976
0.378712
0.378449
0.378185
0.377922
0.377659
0.377396
0.377133
0.376871
0.376609
0.376346
0.376084
0.375823
0.375561
0.375299
0.375038
0.374777
0.374516
0.374256
0.373995
0.373735
0.373475
0.373215
0.372955
0.372695
0.372436
0.372176
0.371917
0.371658
0.3714
0.371141
0.370883
0.370625
0.370367
0.370109
0.369851
0.369594
0.369336
0.369079
0.368822
0.368566
0.368309
0.368053
0.367796
0.36754
0.367285
0.367029
0.366773
0.366518
0.366263
0.366008
0.365753
0.365499
0.365244
0.36499
0.364736
0.364482
0.364228
0.363975
0.363721
0.363468
0.363215
0.362962
0.36271
0.362457
0.362205
0.361953
0.361701
0.361449
0.361197
0.360946
0.360695
0.360443
0.360193
0.359942
0.359691
0.359441
0.359191
0.358941
0.358691
0.358441
0.358191
0.357942
0.357693
0.357444
0.357195
0.356946
0.356698
0.35645
0.356202
0.355954
0.355706
0.355458
0.355211
0.354963
0.354716
0.354469
0.354223
0.353976
0.35373
0.353483
0.353237
0.352991
0.352746
0.3525
0.352255
0.35201
0.351765
0.35152
0.351275
0.35103
0.350786
0.350542
0.350298
0.350054
0.34981
0.349567
0.349323
0.34908
0.348837
0.348594
0.348352
0.348109
0.347867
0.347625
0.347383
0.347141
0.346899
0.346658
0.346416
0.346175
0.345934
0.345693
0.345453
0.345212
0.344972
0.344732
0.344492
0.344252
0.344012
0.343773
0.343534
0.343295
0.343056
0.342817
0.342578
0.34234
0.342101
0.341863
0.341625
0.341387
0.34115
0.340912
0.340675
0.340438
0.340201
0.339964
0.339727
0.339491
0.339254
0.339018
0.338782
0.338546
0.338311
0.338075
0.33784
0.337605
0.33737
0.337135
0.3369
0.336666
0.336431
0.336197
0.335963
0.335729
0.335495
0.335262
0.335028
0.334795
0.334562
0.334329
0.334096
0.333864
0.333631
0.333399
0.333167
0.332935
0.332703
0.332472
0.33224
0.332009
0.331778
0.331547
0.331316
0.331086
0.330855
0.330625
0.330395
0.330165
0.329935
0.329705
0.329475
0.329246
0.329017
0.328788
0.328559
0.32833
0.328102
0.327873
0.327645
0.327417
0.327189
0.326961
0.326734
0.326506
0.326279
0.326052
0.325825
0.325598
0.325371
0.325145
0.324918
0.324692
0.324466
0.32424
0.324015
0.323789
0.323564
0.323338
0.323113
0.322888
0.322664
0.322439
0.322214
0.32199
0.321766
0.321542
0.321318
0.321094
0.320871
0.320648
0.320424
0.320201
0.319978
0.319756
0.319533
0.319311
0.319088
0.318866
0.318644
0.318422
0.318201
0.317979
0.317758
0.317537
0.317316
0.317095
0.316874
0.316653
0.316433
0.316213
0.315992
0.315772
0.315553
0.315333
0.315113
0.314894
0.314675
0.314456
0.314237
0.314018
0.3138
0.313581
0.313363
0.313145
0.312927
0.312709
0.312491
0.312274
0.312056
0.311839
0.311622
0.311405
0.311188
0.310971
0.310755
0.310539
0.310322
